,name,na_sales,eu_sales,jp_sales,other_sales,global_sales
611,Art Academy,0.26,1.65,0.33,0.28,2.52
612,NBA 2K14,2.1,0.19,0.0,0.23,2.52
614,Skylanders Giants,1.48,0.83,0.0,0.21,2.52
616,Deca Sports,1.11,0.85,0.29,0.25,2.5
619,Marvel: Ultimate Alliance,2.29,0.02,0.0,0.19,2.5
621,Mortal Kombat: Deadly Alliance,1.81,0.52,0.0,0.15,2.49
622,Game Party,1.47,0.77,0.0,0.24,2.48
623,Bloodborne,1.03,0.81,0.26,0.38,2.48
625,Mario Party 4,1.13,0.36,0.92,0.07,2.47
626,Pure,1.38,0.84,0.0,0.25,2.47
628,NBA 2K13,1.73,0.43,0.05,0.27,2.47
629,Saints Row: The Third,0.86,1.04,0.18,0.38,2.47
630,Resistance 2,1.15,0.84,0.1,0.38,2.46
631,NBA 2K15,1.47,0.54,0.01,0.43,2.45
633,Final Fantasy Tactics,0.93,0.12,1.34,0.06,2.45
634,Midnight Club: Los Angeles,1.56,0.53,0.05,0.31,2.45
636,The Sims: Bustin' Out,1.07,1.19,0.0,0.18,2.43
638,LEGO Harry Potter: Years 1-4,1.28,0.93,0.0,0.22,2.43
640,Call of Duty: Infinite Warfare,1.46,0.74,0.0,0.22,2.42
641,Madden NFL 16,2.08,0.08,0.0,0.26,2.42
644,Tom Clancy's Rainbow Six: Vegas 2,1.56,0.6,0.02,0.23,2.42
647,Need for Speed Carbon: Own the City,0.87,0.97,0.0,0.58,2.42
648,Dragon Ball Z: Budokai 2,1.63,0.22,0.51,0.06,2.41
649,pro evolution soccer 2011,0.29,1.17,0.54,0.41,2.41
650,ATV Offroad Fury,2.07,0.26,0.0,0.08,2.41
652,Need for Speed: ProStreet,0.69,0.0,0.04,1.68,2.41
653,Halo: Combat Evolved Anniversary,1.44,0.7,0.04,0.22,2.4
660,Guitar Hero,1.67,0.61,0.03,0.07,2.38
661,Madden NFL 11,2.04,0.15,0.0,0.2,2.38
664,Dead Island,1.48,0.69,0.0,0.2,2.37
665,Half-Life 2,2.28,0.02,0.08,0.0,2.37
666,The Incredibles,0.96,1.08,0.04,0.3,2.37
667,Madden NFL 08,2.18,0.01,0.0,0.18,2.37
668,Tony Hawk's Underground 2,1.25,0.86,0.01,0.26,2.37
669,Zumba Fitness,1.74,0.45,0.0,0.18,2.37
670,Madden NFL 10,2.03,0.13,0.0,0.21,2.37
672,Midnight Club: Los Angeles,1.68,0.45,0.01,0.21,2.35
675,Kinect: Disneyland Adventures,1.73,0.43,0.02,0.17,2.35
676,WWE SmackDown vs Raw 2008,0.92,0.0,0.01,1.41,2.34
677,The Legend of Zelda: Majora's Mask 3D,1.15,0.55,0.47,0.17,2.34
679,Resident Evil - Code: Veronica X,1.08,0.7,0.34,0.21,2.34
680,NBA 2K16,1.95,0.15,0.0,0.24,2.34
681,Kinect Sports: Season Two,1.38,0.72,0.02,0.22,2.34
685,James Bond 007: Everything or Nothing,0.85,1.06,0.09,0.32,2.31
686,Need For Speed: High Stakes,1.58,0.64,0.0,0.09,2.31
688,Guild Wars 2,0.96,1.07,0.0,0.27,2.31
690,Paper Mario: Sticker Star,1.12,0.41,0.64,0.14,2.3
692,Batman: Arkham Origins,1.07,0.8,0.04,0.38,2.29
695,LEGO Star Wars: The Complete Saga,1.02,0.9,0.0,0.36,2.29
696,Need for Speed Underground 2,1.38,0.8,0.0,0.1,2.28
697,Pro Evolution Soccer 2010,0.3,1.27,0.46,0.26,2.28
699,FIFA Soccer 09,0.38,0.07,0.01,1.82,2.28
700,LEGO Harry Potter: Years 1-4,1.07,0.99,0.0,0.22,2.28
701,The Sims 3,1.27,0.81,0.0,0.2,2.28
702,Pokemon Ranger: Shadows of Almia,0.94,0.53,0.62,0.18,2.28
704,Dead Island,1.08,0.73,0.15,0.31,2.27
705,Kirby: Nightmare in Dream Land,1.22,0.1,0.91,0.04,2.27
706,Wario Land 4,0.9,0.73,0.54,0.09,2.26
707,Sonic's Ultimate Genesis Collection,1.34,0.6,0.0,0.31,2.26
708,Far Cry: Primal,0.6,1.25,0.06,0.35,2.26
709,Battlefield 1,1.28,0.77,0.0,0.2,2.25
710,Onimusha 2: Samurai's Destiny,0.62,0.44,1.06,0.13,2.25
712,Paper Mario: The Thousand-Year Door,1.48,0.25,0.46,0.06,2.25
713,Madden NFL 12,1.93,0.15,0.0,0.17,2.25
714,God of War: Ascension,1.23,0.63,0.04,0.35,2.25
715,Guitar Hero III: Legends of Rock,1.4,0.53,0.02,0.3,2.24
716,Sonic Advance,1.19,0.71,0.22,0.13,2.24
717,Super Monkey Ball: Banana Blitz,1.05,0.91,0.04,0.24,2.24
720,New Super Luigi U,1.25,0.62,0.18,0.18,2.24
722,Spyro: Season of Ice,1.29,0.83,0.0,0.11,2.23
723,Dissidia: Final Fantasy,0.51,0.5,0.91,0.31,2.23
724,Madden NFL 25,1.98,0.06,0.0,0.19,2.23
727,Borderlands 2,1.05,0.72,0.1,0.35,2.23
728,Prince of Persia: The Sands of Time,0.88,1.03,0.0,0.31,2.22
729,Monster Hunter Tri,0.65,0.4,1.05,0.11,2.22
730,LEGO Marvel Super Heroes,1.24,0.79,0.0,0.19,2.22
733,Tom Clancy's Rainbow Six: Siege,0.55,1.19,0.14,0.33,2.21
734,Star Wars: The Force Unleashed,1.01,0.85,0.0,0.35,2.21
737,Guitar Hero II,2.01,0.02,0.0,0.17,2.2
738,Forza Motorsport 5,1.21,0.79,0.01,0.19,2.2
739,Rock Band 2,1.78,0.24,0.0,0.18,2.2
742,Need for Speed: Hot Pursuit,1.03,0.96,0.0,0.21,2.2
743,LEGO Indiana Jones: The Original Adventures,1.4,0.59,0.0,0.2,2.2
744,BioShock 2,1.45,0.54,0.02,0.19,2.2
746,Star Wars: Knights of the Old Republic,1.68,0.44,0.0,0.08,2.19
749,Madden NFL 15,1.54,0.25,0.0,0.4,2.19
750,Pro Evolution Soccer 2012,0.34,0.96,0.55,0.33,2.19
751,Saints Row,1.17,0.77,0.02,0.22,2.18
753,ATV Offroad Fury 2,1.92,0.2,0.0,0.06,2.18
754,FIFA 15,0.6,1.42,0.0,0.16,2.18
758,Tom Clancy's The Division,1.29,0.68,0.0,0.2,2.16
759,Final Fantasy XIII,1.28,0.67,0.01,0.21,2.16
760,The Sims: House Party,1.23,0.83,0.0,0.1,2.16
761,Scribblenauts,1.67,0.3,0.02,0.18,2.16
762,Sonic Unleashed,1.26,0.67,0.02,0.21,2.16
764,Pokemon Ranger,1.28,0.03,0.73,0.12,2.15
767,Overwatch,0.81,0.85,0.15,0.33,2.14
768,Hitman: Absolution,0.59,1.05,0.07,0.44,2.14
774,Call of Duty: Roads to Victory,0.52,1.02,0.0,0.59,2.13
775,Dance Dance Revolution Extreme,1.04,0.81,0.0,0.27,2.13
776,Final Fantasy Tactics Advance,0.82,0.37,0.89,0.05,2.13
777,Your Shape featuring Jenny McCarthy,1.49,0.46,0.0,0.18,2.12
778,Project Gotham Racing,1.37,0.61,0.05,0.09,2.12
780,NBA 2K12,1.62,0.26,0.05,0.18,2.11
782,Need for Speed: Hot Pursuit 2,1.68,0.31,0.02,0.09,2.11
784,Dynasty Warriors 4,0.63,0.21,1.13,0.13,2.11
785,NBA 2K14,1.44,0.31,0.04,0.32,2.11
786,Parasite Eve,0.94,0.07,1.05,0.04,2.1
787,Tetris DS,0.63,0.05,1.35,0.08,2.1
790,Battlefield: Hardline,0.71,0.94,0.14,0.32,2.1
791,Mortal Kombat,1.63,0.31,0.0,0.16,2.1
792,Borderlands,1.2,0.6,0.0,0.29,2.09
793,Devil May Cry 3: Dante's Awakening,0.99,0.63,0.29,0.19,2.09
795,NBA 2K11,1.84,0.12,0.01,0.13,2.09
797,Dying Light,0.96,0.67,0.12,0.34,2.09
799,Dead Rising,1.16,0.64,0.08,0.2,2.08
800,World of Warcraft: Cataclysm,1.77,0.32,0.0,0.0,2.08
801,Tetris Worlds,1.11,0.71,0.0,0.27,2.08
802,Final Fantasy III,0.89,0.04,1.07,0.09,2.08
804,Mario Party 5,0.97,0.33,0.73,0.06,2.08
808,Portal 2,1.41,0.49,0.01,0.17,2.08
809,Mario Sports Mix,0.88,0.44,0.63,0.12,2.08
810,Need for Speed: Most Wanted 5-1-0,1.77,0.12,0.02,0.17,2.07
812,The Sims 2: Pets,0.92,0.93,0.0,0.22,2.07
813,Dance Dance Revolution: Hottest Party,1.35,0.52,0.0,0.19,2.07
814,DriveClub,0.36,1.38,0.02,0.31,2.07
816,UFC 2009 Undisputed,1.48,0.39,0.0,0.19,2.06
817,Metal Gear Solid: Peace Walker,0.46,0.41,0.96,0.24,2.06
823,Kingdom Hearts: Birth by Sleep,0.63,0.41,0.75,0.26,2.06
825,SoulCalibur II,1.06,0.62,0.13,0.25,2.06
826,Need for Speed: ProStreet,1.04,0.79,0.01,0.21,2.05
827,Sonic Mega Collection,1.47,0.48,0.05,0.06,2.05
830,Need For Speed: Undercover,0.63,1.0,0.05,0.38,2.05
833,SOCOM: U.S. Navy SEALs: Combined Assault,1.74,0.02,0.0,0.28,2.04
834,Peter Jackson's King Kong: The Official Game of the Movie,0.71,1.02,0.0,0.31,2.04
835,Need for Speed: ProStreet,0.73,0.91,0.04,0.36,2.04
836,Donkey Kong Country,1.2,0.48,0.29,0.07,2.04
837,Dance Central 2,1.45,0.41,0.01,0.16,2.04
840,Carnival Games,1.21,0.63,0.0,0.19,2.03
841,NBA Live 2004,1.57,0.18,0.0,0.27,2.03
842,Call of Duty 2,1.82,0.04,0.01,0.16,2.03
843,Rayman Raving Rabbids: TV Party,0.72,1.08,0.0,0.23,2.03
844,Pokémon Mystery Dungeon: Blue Rescue Team,1.15,0.04,0.83,0.0,2.02
845,Dark Souls,0.75,0.51,0.54,0.22,2.02
846,Just Dance 3,1.47,0.39,0.0,0.16,2.02
847,Battlefield 4,1.25,0.58,0.0,0.19,2.02
848,Fire Emblem: Awakening,0.9,0.45,0.54,0.13,2.01
849,Need for Speed: The Run,0.58,1.04,0.03,0.36,2.01
851,Dragon Age: Inquisition,0.73,0.88,0.08,0.32,2.01
853,Dead Space,1.05,0.66,0.0,0.29,2.0
854,Mortal Kombat vs. DC Universe,1.48,0.28,0.0,0.23,2.0
855,TouchMaster,0.48,1.27,0.0,0.24,2.0
856,Tenchu: Stealth Assassins,0.95,0.64,0.27,0.13,1.99
858,Harry Potter and the Chamber of Secrets,1.21,0.64,0.05,0.09,1.99
859,Kingdom Hearts 358/2 Days,1.06,0.26,0.53,0.13,1.98
860,Skate 3,0.79,0.88,0.0,0.32,1.98
863,Need for Speed Rivals,0.73,0.92,0.03,0.3,1.98
864,Spyro: Enter the Dragonfly,0.74,0.95,0.0,0.28,1.97
865,Devil May Cry 2,0.71,0.58,0.51,0.17,1.97
867,Hot Shots Golf: Open Tee,0.5,0.5,0.63,0.33,1.96
871,Forza Horizon,0.82,0.93,0.04,0.18,1.96
872,Tom Clancy's Rainbow Six: Vegas,1.09,0.65,0.02,0.2,1.95
873,Crash Nitro Kart,0.74,1.01,0.0,0.2,1.95
874,Resident Evil 6,1.12,0.6,0.07,0.16,1.95
875,Grand Theft Auto: San Andreas,1.26,0.61,0.0,0.09,1.95
877,NBA Street Vol. 2,1.69,0.2,0.0,0.06,1.95
878,Def Jam Vendetta,0.95,0.74,0.0,0.25,1.94
879,Kirby Squeak Squad,0.78,0.02,1.05,0.08,1.94
880,Burnout Paradise,1.01,0.62,0.02,0.29,1.94
884,The Sims 3,0.73,0.89,0.02,0.3,1.94
885,FIFA Soccer 09,0.49,1.26,0.01,0.18,1.94
886,Dragon Ball Z: Budokai 3,1.09,0.15,0.65,0.04,1.94
887,Call of Duty: World at War,1.17,0.58,0.0,0.18,1.94
889,Tom Clancy's Ghost Recon,1.42,0.4,0.0,0.12,1.94
890,BioShock Infinite,1.22,0.54,0.02,0.16,1.93
891,X-Men Legends,1.0,0.72,0.0,0.21,1.93
894,Mortal Kombat vs. DC Universe,1.53,0.23,0.0,0.16,1.93
895,Destiny: The Taken King,0.78,0.79,0.04,0.31,1.93
899,Red Faction,0.76,0.96,0.0,0.2,1.92
900,The Sims: Makin' Magic,1.03,0.8,0.0,0.09,1.92
901,Mario Party: Island Tour,0.62,0.64,0.55,0.11,1.92
902,MX Unleashed,0.94,0.73,0.0,0.25,1.92
903,PaRappa The Rapper,0.26,0.16,1.46,0.03,1.92
904,Guitar Hero: World Tour,1.1,0.55,0.0,0.27,1.92
905,Need for Speed: Shift,0.73,0.96,0.01,0.22,1.91
907,Diablo III,0.72,0.75,0.15,0.29,1.91
908,LittleBigPlanet 3,0.66,0.93,0.01,0.31,1.91
909,Star Wars Rogue Leader: Rogue Squadron II,1.03,0.75,0.03,0.09,1.9
911,Mario Super Sluggers,1.48,0.0,0.29,0.12,1.89
913,Monopoly,0.86,0.83,0.0,0.2,1.89
914,Madden NFL 09,1.56,0.14,0.0,0.18,1.88
915,Batman: Arkham Origins,1.15,0.56,0.0,0.17,1.88
916,Game Party 2,1.28,0.43,0.0,0.17,1.88
918,Mortal Kombat: Deception,0.92,0.72,0.0,0.24,1.88
921,NBA 2K17,1.25,0.27,0.02,0.34,1.88
922,Toy Story Mania!,1.04,0.66,0.0,0.18,1.88
925,Star Fox Adventures,0.96,0.53,0.3,0.09,1.87
927,Madden NFL 25,1.6,0.03,0.0,0.24,1.87
928,Dynasty Warriors 3,0.53,0.16,1.07,0.1,1.87
931,Madden NFL 06,1.75,0.03,0.0,0.08,1.86
932,Shrek 2,1.12,0.69,0.03,0.02,1.86
934,The Legend of Dragoon,0.94,0.44,0.39,0.1,1.86
936,Star Wars: The Force Unleashed,1.11,0.56,0.0,0.18,1.86
937,NBA Live 2002,0.91,0.71,0.0,0.24,1.86
938,Just Cause 3,0.47,1.03,0.07,0.28,1.86
939,Chrono Cross,0.62,0.42,0.69,0.12,1.86
940,Jak 3,1.33,0.49,0.0,0.03,1.85
941,Kingdom Hearts: Chain of Memories,1.26,0.18,0.35,0.06,1.85
943,Max Payne 3,0.59,0.89,0.06,0.3,1.85
945,LEGO Marvel Super Heroes,0.77,0.76,0.01,0.29,1.84
946,Phineas and Ferb,1.32,0.37,0.0,0.15,1.84
947,NCAA Football 06,1.53,0.05,0.0,0.25,1.84
949,Rayman Raving Rabbids 2,0.82,0.82,0.0,0.2,1.83
952,Kirby: Triple Deluxe,0.61,0.34,0.79,0.09,1.83
955,Sonic Classic Collection,0.92,0.73,0.0,0.17,1.83
958,inFAMOUS 2,1.05,0.47,0.08,0.22,1.82
959,World of Warcraft: Mists of Pandaria,0.84,0.76,0.0,0.22,1.82
961,Namco Museum,1.73,0.07,0.0,0.02,1.82
962,The Sims: Hot Date,1.81,0.0,0.0,0.0,1.82
963,Demon's Souls,0.97,0.33,0.35,0.17,1.82
964,The Orange Box,1.09,0.53,0.02,0.17,1.82
965,DDRMAX2: Dance Dance Revolution,1.05,0.59,0.0,0.18,1.81
967,Virtua Fighter 4,0.78,0.44,0.56,0.04,1.81
968,Mafia III,0.42,1.08,0.03,0.28,1.81
969,Sly 2: Band of Thieves,0.88,0.69,0.0,0.23,1.81
971,Sonic Advance 2,0.93,0.59,0.21,0.07,1.8
972,Madden NFL 07,1.66,0.0,0.01,0.13,1.8
974,NBA 2K11,1.41,0.2,0.03,0.16,1.8
975,Forza Motorsport 6,0.73,0.9,0.03,0.14,1.8
976,The Evil Within,0.55,0.86,0.11,0.27,1.79
977,Metroid Prime 3: Corruption,0.89,0.74,0.07,0.09,1.79
981,Midnight Club II,1.25,0.29,0.0,0.24,1.78
983,The Getaway: Black Monday,0.39,1.01,0.02,0.36,1.78
984,50 Cent: Bulletproof,0.85,0.76,0.0,0.16,1.77
987,Dead or Alive 3,1.19,0.29,0.24,0.06,1.77
988,Dragon Quest Monsters: Joker,0.23,0.02,1.49,0.02,1.76
989,LEGO Star Wars III: The Clone Wars,1.01,0.6,0.0,0.15,1.76
993,UFC 2009 Undisputed,1.07,0.44,0.01,0.24,1.76
994,The SpongeBob SquarePants Movie,1.06,0.54,0.0,0.16,1.76
995,Golden Sun,0.93,0.38,0.4,0.06,1.76
998,Def Jam: Fight for NY,0.86,0.67,0.0,0.22,1.76
999,Tom Clancy's Ghost Recon,1.23,0.46,0.0,0.07,1.76
1000,State of Emergency,0.86,0.67,0.0,0.22,1.76
1002,The Urbz: Sims in the City,0.52,0.95,0.0,0.29,1.76
1003,Star Wars: Starfighter,0.61,0.87,0.02,0.26,1.76
1005,Star Wars: Battlefront,1.24,0.45,0.0,0.07,1.75
1007,Madden NFL 17,1.25,0.17,0.0,0.32,1.75
1008,Just Cause 2,0.45,0.92,0.06,0.32,1.75
1013,FIFA Soccer 08,0.35,1.06,0.02,0.31,1.75
1014,Crackdown,1.0,0.53,0.03,0.18,1.75
1015,Wii Party U,0.3,0.56,0.84,0.05,1.75
1016,Dance Dance Revolution X,0.85,0.66,0.01,0.22,1.75
1020,Xenosaga Episode I: Der Wille zur Macht,0.63,0.49,0.45,0.17,1.74
1022,Kinect Star Wars,1.05,0.52,0.03,0.14,1.74
1023,Dragon's Dogma,0.41,0.44,0.72,0.17,1.74
1026,The Order: 1886,0.61,0.78,0.06,0.27,1.74
1027,SSX Tricky,0.85,0.66,0.0,0.22,1.73
1028,Knack,0.43,0.68,0.42,0.2,1.73
1031,Dragon Quest VI: Realms of Revelation,0.2,0.14,1.35,0.03,1.73
1032,Crash Bandicoot: The Huge Adventure,0.95,0.7,0.0,0.08,1.73
1033,Hitman: Absolution,0.68,0.88,0.01,0.17,1.73
1035,The Crew,0.35,1.08,0.03,0.26,1.72
1037,NBA 2K15,1.37,0.18,0.0,0.18,1.72
1038,Madden NFL 2005,1.61,0.03,0.0,0.08,1.72
1039,Star Ocean: Till The End of Time,0.8,0.21,0.55,0.15,1.72
1040,Call of Duty: Modern Warfare 3,0.41,0.98,0.0,0.32,1.72
1041,Dishonored,1.06,0.5,0.01,0.14,1.71
1043,The Beatles: Rock Band,1.17,0.39,0.0,0.15,1.71
1044,Ace Combat 5: The Unsung War,0.88,0.34,0.32,0.18,1.71
1045,Need for Speed Underground,1.09,0.55,0.0,0.07,1.71
1050,Deal or No Deal,1.15,0.4,0.0,0.15,1.7
1052,Portal 2,0.83,0.6,0.02,0.24,1.7
1054,NCAA Football 07,1.41,0.05,0.0,0.23,1.7
1055,The Sims 3: Late Night Expansion Pack,0.59,0.87,0.0,0.23,1.7
1056,No Man's Sky,0.63,0.76,0.03,0.27,1.7
1059,SOCOM 3: U.S. Navy SEALs,1.22,0.34,0.04,0.1,1.69
1060,BioShock Infinite,0.72,0.65,0.04,0.28,1.69
1065,Harry Potter and the Sorcerer's Stone,0.87,0.66,0.08,0.08,1.69
1066,Dragon Ball Z: The Legacy of Goku,1.52,0.12,0.0,0.05,1.69
1068,Resident Evil 4,0.98,0.42,0.22,0.06,1.69
1071,Need For Speed: Undercover,0.79,0.7,0.01,0.18,1.68
1074,Sonic Colors,0.92,0.6,0.01,0.15,1.68
1075,Saints Row 2,0.88,0.54,0.02,0.25,1.68
1078,Sid Meier's Civilization V,0.98,0.52,0.0,0.17,1.68
1080,The Sims: Superstar,1.67,0.0,0.0,0.0,1.68
1081,Metroid Fusion,1.18,0.27,0.17,0.06,1.68
1082,We Ski,0.97,0.4,0.14,0.15,1.67
1083,Star Wars Battlefront: Renegade Squadron,0.9,0.46,0.0,0.32,1.67
1084,SSX 3,0.93,0.52,0.0,0.22,1.67
1085,Madden NFL 2001,1.58,0.05,0.0,0.04,1.67
1086,Star Wars: Battlefront II,1.22,0.39,0.0,0.06,1.67
1088,Tony Hawk's Pro Skater 3,1.09,0.49,0.02,0.07,1.67
1091,Dragon Age: Origins,0.96,0.42,0.08,0.21,1.67
1092,Spy Hunter,1.13,0.32,0.0,0.22,1.67
1093,NCAA Football 2004,1.35,0.09,0.0,0.23,1.67
1094,Fight Night Round 3,0.81,0.58,0.01,0.26,1.67
1095,StarCraft II: Heart of the Swarm,0.83,0.66,0.0,0.18,1.67
1096,SpongeBob SquarePants: Battle for Bikini Bottom,1.08,0.45,0.0,0.14,1.67
1097,Until Dawn,0.45,0.9,0.05,0.26,1.66
1098,Big Beach Sports,0.45,1.02,0.0,0.2,1.66
1100,SSX,0.78,0.61,0.06,0.2,1.66
1101,Shaun White Snowboarding: Road Trip,0.93,0.56,0.0,0.16,1.66
1102,NBA Ballers,0.81,0.63,0.0,0.21,1.66
1103,Saints Row IV,1.01,0.5,0.01,0.13,1.66
1104,NBA Live 2003,1.25,0.15,0.03,0.22,1.66
1105,LEGO Batman 2: DC Super Heroes,0.9,0.61,0.0,0.15,1.66
1106,Dragon Ball Z: Budokai Tenkaichi,0.96,0.12,0.54,0.04,1.66
1107,Dark Souls III,0.65,0.45,0.34,0.22,1.65
1109,Kirby's Return to Dreamland,0.58,0.21,0.79,0.07,1.65
1110,Mario Party 6,0.9,0.11,0.6,0.05,1.65
1112,Star Wars The Clone Wars: Lightsaber Duels,1.21,0.3,0.0,0.14,1.65
1113,Need for Speed Carbon,0.76,0.69,0.02,0.18,1.65
1114,Heavenly Sword,0.57,0.72,0.06,0.29,1.65
1116,MySims,0.9,0.54,0.04,0.17,1.65
1118,Army of Two,1.09,0.37,0.02,0.16,1.64
1122,Tiger Woods PGA Tour 2003,0.8,0.63,0.0,0.21,1.64
1124,Prince of Persia: Warrior Within,0.54,0.88,0.0,0.22,1.64
1125,Far Cry 4,0.8,0.69,0.01,0.14,1.63
1126,ESPN NFL 2K5,1.54,0.02,0.0,0.07,1.63
1127,Beyond: Two Souls,0.52,0.8,0.06,0.26,1.63
1128,Pikmin,0.78,0.25,0.56,0.04,1.63
1129,Tiger Woods PGA Tour 2004,1.18,0.34,0.0,0.1,1.63
1132,Ape Escape,0.71,0.48,0.32,0.11,1.63
1133,NCAA Football 2005,1.32,0.09,0.0,0.22,1.62
1134,Max Payne 3,0.86,0.62,0.01,0.13,1.62
1135,Viva Pinata,0.45,0.95,0.02,0.2,1.62
1137,Kinectimals,1.02,0.46,0.0,0.13,1.62
1138,Kirby Air Ride,1.01,0.11,0.45,0.04,1.62
1139,LEGO Marvel Super Heroes,0.59,0.76,0.01,0.26,1.62
1143,Dragon Quest IV: Chapters of the Chosen,0.3,0.02,1.27,0.03,1.62
1144,NFL Street 2,0.79,0.62,0.0,0.21,1.61
1147,Super Mario Strikers,0.98,0.38,0.2,0.04,1.61
1149,Rage,0.82,0.6,0.03,0.15,1.6
1150,Mario Hoops 3 on 3,0.98,0.04,0.49,0.09,1.6
1155,Just Cause 2,0.59,0.83,0.02,0.17,1.6
1156,Silent Hill,0.71,0.48,0.3,0.1,1.6
1157,Sonic Heroes,1.05,0.44,0.06,0.04,1.6
1159,ESPN NBA 2K5,1.26,0.12,0.0,0.21,1.59
1160,Diablo,0.01,1.58,0.0,0.0,1.59
1161,Far Cry 2,0.71,0.69,0.02,0.18,1.59
1162,The Legend of Zelda: Twilight Princess,1.15,0.36,0.04,0.04,1.59
1165,Pro Evolution Soccer 2008,0.04,1.1,0.32,0.13,1.59
1167,Pokemon Battle Revolution,0.78,0.37,0.3,0.13,1.58
1168,Kingdom Hearts 3D: Dream Drop Distance,0.88,0.26,0.34,0.1,1.58
1169,Dance Dance Revolution: Hottest Party 2,0.94,0.48,0.01,0.15,1.58
1170,SoulCalibur IV,0.92,0.43,0.07,0.15,1.58
1172,Sonic Generations,0.6,0.69,0.02,0.26,1.58
1173,Spyro 2: Season of Flame,0.85,0.65,0.0,0.08,1.58
1174,Mario Party 10,0.69,0.53,0.24,0.12,1.58
1175,Devil May Cry 4,0.58,0.45,0.34,0.2,1.57
1176,Dead Rising 3,1.06,0.35,0.01,0.15,1.57
1178,NCAA Football 2002,0.77,0.6,0.0,0.2,1.57
1179,Gears of War: Judgment,0.92,0.5,0.03,0.12,1.57
1180,Watch Dogs,0.9,0.53,0.0,0.14,1.57
1181,Guitar Hero: On Tour Decades,0.84,0.57,0.0,0.16,1.57
1183,Madden NFL 15,1.31,0.09,0.0,0.16,1.57
1184,Conflict: Desert Storm,0.98,0.53,0.0,0.06,1.57
1185,Mario Party 7,0.95,0.11,0.46,0.04,1.57
1186,Dragon Quest V: Hand of the Heavenly Bride,0.17,0.02,1.36,0.02,1.57
1188,Smuggler's Run,0.77,0.6,0.0,0.2,1.56
1189,Fight Night Round 3,1.07,0.4,0.0,0.1,1.56
1190,Need for Speed: Most Wanted,0.62,0.78,0.01,0.15,1.56
1191,Carnival Games: Mini Golf,0.86,0.54,0.0,0.15,1.56
1196,Pokemon Mystery Dungeon: Explorers of Sky,0.57,0.43,0.44,0.12,1.56
1200,LEGO Pirates of the Caribbean: The Video Game,0.73,0.67,0.0,0.15,1.55
1201,Stuntman,0.76,0.59,0.0,0.2,1.55
1202,Tom Clancy's Rainbow Six 3,0.91,0.57,0.0,0.07,1.55
1203,LEGO Harry Potter: Years 1-4,0.95,0.46,0.0,0.14,1.55
1205,Spider-Man 2: Enter: Electro,0.57,0.87,0.02,0.09,1.55
1206,Guitar Hero 5,0.92,0.48,0.0,0.15,1.55
1208,Wolfenstein: The New Order,0.47,0.8,0.03,0.24,1.55
1209,Mafia II,0.85,0.55,0.0,0.15,1.55
1211,BioShock 2,0.85,0.46,0.02,0.22,1.54
1212,Dark Cloud,0.83,0.44,0.08,0.19,1.54
1213,Warcraft III: The Frozen Throne,0.58,0.87,0.0,0.09,1.54
1214,Active Life: Outdoor Challenge,0.78,0.43,0.19,0.14,1.54
1215,Tom Clancy's Ghost Recon Advanced Warfighter,1.4,0.02,0.02,0.1,1.54
1217,MVP Baseball 2005,1.26,0.07,0.0,0.21,1.54
1219,Uncharted: Golden Abyss,0.53,0.66,0.13,0.22,1.53
1220,Go Vacation,0.42,0.65,0.33,0.14,1.53
1221,Pro Evolution Soccer 2013,0.18,0.63,0.49,0.24,1.53
1224,Dishonored,0.72,0.52,0.04,0.25,1.53
1225,Mario Golf: Toadstool Tour,1.09,0.15,0.25,0.04,1.53
1227,Call of Duty: Black Ops II,0.64,0.69,0.0,0.19,1.53
1228,Resident Evil: The Umbrella Chronicles,0.67,0.43,0.29,0.14,1.52
1230,The Simpsons Skateboarding,0.36,0.9,0.0,0.27,1.52
1231,Donkey Kong Country: Tropical Freeze,0.7,0.55,0.16,0.12,1.52
1238,Fight Night Round 4,0.92,0.4,0.0,0.2,1.52
1239,Super Monkey Ball 2,1.11,0.31,0.06,0.04,1.52
1240,Pac-Man World 2,1.26,0.05,0.0,0.21,1.51
1242,MySims Kingdom,0.7,0.64,0.01,0.16,1.51
1243,Dead Space 2,0.94,0.44,0.0,0.13,1.51
1249,The Simpsons Game,0.35,0.03,0.0,1.13,1.51
1251,The Simpsons Game,0.56,0.77,0.0,0.17,1.51
1252,Football Manager 2012,0.02,1.16,0.0,0.33,1.51
1253,Ni no Kuni: Wrath of the White Witch,0.6,0.47,0.21,0.23,1.51
1254,SoulCalibur II,0.99,0.32,0.11,0.08,1.5
1255,Call of Duty 3,0.6,0.62,0.03,0.26,1.5
1256,Tokyo Xtreme Racer Zero,0.66,0.52,0.15,0.17,1.5
1258,Red Faction II,0.49,0.78,0.0,0.23,1.5
1259,Madden NFL 2001,1.19,0.07,0.05,0.2,1.5
1264,Star Wars: The Force Unleashed II,0.8,0.49,0.0,0.21,1.5
1266,Rock Band 2,1.13,0.2,0.0,0.16,1.49
1267,Final Fantasy: Crystal Chronicles,0.72,0.38,0.36,0.04,1.49
1268,Medal of Honor: Frontline,1.0,0.43,0.0,0.06,1.49
1269,Madden NFL 09,1.22,0.0,0.0,0.27,1.49
1270,Dead Rising 2,0.75,0.52,0.09,0.12,1.49
1273,Mafia II,0.5,0.69,0.04,0.26,1.49
1274,Batman: Arkham Knight,0.88,0.47,0.0,0.14,1.49
