,name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,worldwide_sales
254,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.37
255,Call of Duty: Advanced Warfare,PlayStation 3,2014,Shooter,Activision,1.56,1.93,0.19,0.68,4.36
256,Resistance: Fall of Man,PlayStation 3,2006,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.35
258,Kingdom Hearts II,PlayStation 2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33
259,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.09,1.31,0.62,0.31,4.329999999999999
260,Super Mario 3D World,Wii U,2013,Platform,Nintendo,2.11,1.16,0.73,0.32,4.319999999999999
261,Minecraft,PlayStation 4,2014,Misc,Sony Computer Entertainment Europe,1.48,2.02,0.14,0.68,4.32
262,Asteroids,Atari,1980,Shooter,Atari,4.0,0.26,0.0,0.05,4.31
263,Call of Duty: Advanced Warfare,Xbox 360,2014,Shooter,Activision,2.77,1.11,0.0,0.4,4.28
264,FIFA 15,PlayStation 3,2014,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28
265,Fable II,Xbox 360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27
266,Namco Museum,Game Boy Advance,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.23
267,Batman: Arkham Asylum,PlayStation 3,2009,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.23
268,Metal Gear Solid 3: Snake Eater,PlayStation 2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.22
269,Assassin's Creed: Revelations,PlayStation 3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22
270,Fallout 4,Xbox One,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22
271,FIFA 14,Xbox 360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22
272,Daxter,PlayStation Portable,2006,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21
273,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.2
274,FIFA Soccer 06,PlayStation 2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
275,EyeToy Play,PlayStation 2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.21
276,Gran Turismo 5 Prologue,PlayStation 3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.1899999999999995
277,Assassin's Creed: Revelations,Xbox 360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.1899999999999995
278,FIFA 12,Xbox 360,2011,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.17
279,Teenage Mutant Ninja Turtles,Nintendo,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17
280,Street Fighter IV,PlayStation 3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.17
281,Excitebike,Nintendo,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
282,Frogger,PlayStation,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.170000000000001
283,Madden NFL 2003,PlayStation 2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
284,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12
286,FIFA Soccer 07,PlayStation 2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.109999999999999
288,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09
289,Battlefield 1,PlayStation 4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.07
290,God of War II,PlayStation 2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
291,World Soccer Winning Eleven 9,PlayStation 2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.05
292,Fallout: New Vegas,Xbox 360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.0600000000000005
293,Forza Motorsport 2,Xbox 360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.06
294,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.06
295,Watch Dogs,PlayStation 4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05
296,Namco Museum Vol.3,PlayStation,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
297,Tekken Tag Tournament,PlayStation 2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
298,Far Cry 4,PlayStation 4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04
299,Star Fox 64,Nintendo 64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.04
300,Golf,Nintendo,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.0
301,Namco Museum: 50th Anniversary,PlayStation 2,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.97
302,Left 4 Dead 2,Xbox 360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.9699999999999998
303,The Witcher 3: Wild Hunt,PlayStation 4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.9699999999999998
304,Assassin's Creed: Unity,PlayStation 4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96
305,Batman: Arkham Knight,PlayStation 4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.96
306,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.9399999999999995
307,Fallout 3,PlayStation 3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.9399999999999995
308,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.95
309,Donkey Kong Land,Game Boy,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.9099999999999997
310,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9
311,Tony Hawk's Underground,PlayStation 2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.8899999999999997
312,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89
313,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.8800000000000003
314,NBA 2K16,PlayStation 4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.87
315,Tekken 5,PlayStation 2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.88
316,Dragon Warrior III,Nintendo,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87
317,MotorStorm,PlayStation 3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.86
318,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.41,0.73,0.27,3.8499999999999996
319,World Soccer Winning Eleven 8 International,PlayStation 2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
320,Sports Champions,PlayStation 3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.85
321,Namco Museum Vol.1,PlayStation,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.8400000000000003
322,The Legend of Zelda: Link's Awakening,Game Boy,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.84
323,Call of Duty: Ghosts,PlayStation 4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.8299999999999996
324,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.82
325,Tom Clancy's The Division,PlayStation 4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8
326,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79
327,Resident Evil Director's Cut,PlayStation,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.7800000000000002
328,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.7700000000000005
329,LEGO Indiana Jones: The Original Adventures,Xbox 360,2008,Action,Activision,2.4,1.01,0.0,0.36,3.77
330,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
331,Ratchet & Clank: Size Matters,PlayStation Portable,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.75
332,Harry Potter and the Sorcerer's Stone,PlayStation,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.7300000000000004
333,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45,3.7100000000000004
334,Resident Evil 3: Nemesis,PlayStation,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
335,Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71
336,Spyro: Year of the Dragon,PlayStation,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.6999999999999997
337,Assassin's Creed IV: Black Flag,PlayStation 3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.7099999999999995
338,FIFA Soccer 2005,PlayStation 2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.69
339,Pokémon Trading Card Game,Game Boy,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.6999999999999997
340,Friend Collection,DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67
341,Tony Hawk's Pro Skater 4,PlayStation 2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.6699999999999995
342,Star Wars Battlefront (2015),Xbox One,2015,Shooter,Electronic Arts,2.04,1.28,0.02,0.32,3.66
343,MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66
344,Midnight Club 3: DUB Edition,PlayStation Portable,2005,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65
345,Banjo-Kazooie,Nintendo 64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
346,SOCOM: U.S. Navy SEALs,PlayStation 2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.6399999999999997
347,Jak and Daxter: The Precursor Legacy,PlayStation 2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.65
348,Pokemon Snap,Nintendo 64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.6300000000000003
349,Pro Evolution Soccer 2008,PlayStation 2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.62
350,Resident Evil 4,PlayStation 2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62
351,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.6199999999999997
352,FIFA Soccer 10,PlayStation 3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62
353,Star Wars: Battlefront,PlayStation 2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.6199999999999997
354,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61
355,The Simpsons: Road Rage,PlayStation 2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61
356,Luigi's Mansion,GameCube,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.61
357,Battlefield 4,PlayStation 4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.58
358,Star Wars: Battlefront II,PlayStation 2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.6
359,Just Dance 2014,Wii,2013,Misc,Ubisoft,1.88,1.39,0.0,0.31,3.5799999999999996
360,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58
361,WWF SmackDown!,PlayStation,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
362,Croc: Legend of the Gobbos,PlayStation,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.5600000000000005
363,Grand Theft Auto: Liberty City Stories,PlayStation 2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.53
364,The Getaway,PlayStation 2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
365,Tomb Raider III: Adventures of Lara Croft,PlayStation,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.5400000000000005
366,James Bond 007: Agent Under Fire,PlayStation 2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.54
367,LEGO Star Wars: The Video Game,PlayStation 2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.54
368,Rugrats in Paris: The Movie,PlayStation,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52
369,FIFA Soccer 11,Xbox 360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52
370,Spyro 2: Ripto's Rage!,PlayStation,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.53
371,Left 4 Dead,Xbox 360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.5
373,Assassin's Creed: Unity,Xbox One,2014,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5
374,Kung Fu,Nintendo,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
375,Resident Evil 5,Xbox 360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5
376,Assassin's Creed: Brotherhood,Xbox 360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.5
378,Battlefield 4,PlayStation 3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.4899999999999998
379,Batman: Arkham Asylum,Xbox 360,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.4800000000000004
380,Battlefield 4,Xbox 360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.49
381,Battlefield: Bad Company 2,Xbox 360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47
382,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1.21,1.62,0.27,0.37,3.47
383,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.47
384,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.4499999999999997
385,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44
386,Borderlands,Xbox 360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.4299999999999997
387,Tekken 4,PlayStation 2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.4400000000000004
389,Grand Theft Auto 2,PlayStation,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42
390,Metal Gear Solid V: The Phantom Pain,PlayStation 4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.4200000000000004
391,Spider-Man 2,PlayStation 2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.4000000000000004
392,F-1 Race,Game Boy,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.4099999999999997
393,FIFA Soccer 2003,PlayStation 2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.3999999999999995
394,LittleBigPlanet 2,PlayStation 3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.4
395,Crash Bash,PlayStation,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
396,Assassin's Creed Syndicate,PlayStation 4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.3899999999999997
397,LEGO Batman: The Videogame,Xbox 360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38
398,Destiny,Xbox One,2014,Shooter,Activision,2.14,0.92,0.0,0.31,3.37
399,WWF War Zone,PlayStation,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.3600000000000003
400,The Legend of Zelda: Majora's Mask,Nintendo 64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
401,Far Cry 3,PlayStation 3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35
402,Rugrats: Search For Reptar,PlayStation,1998,Adventure,THQ,1.63,1.53,0.0,0.18,3.3400000000000003
403,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0.0,0.99,2.32,0.02,3.3299999999999996
404,James Bond 007: Nightfire,PlayStation 2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.3200000000000003
405,Ratchet & Clank,PlayStation 2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.32
406,Monster Hunter X,3DS,2015,Action,Capcom,0.27,0.21,2.79,0.05,3.32
407,Star Wars Episode III: Revenge of the Sith,PlayStation 2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
408,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.3099999999999996
409,Max Payne,PlayStation 2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
410,Assassin's Creed IV: Black Flag,Xbox 360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3099999999999996
411,The Lord of the Rings: The Return of the King,PlayStation 2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.29
412,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,0.09,0.0,3.18,0.01,3.28
413,Gears of War: Ultimate Edition,Xbox One,2015,Shooter,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28
414,True Crime: Streets of LA,PlayStation 2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27
415,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26
416,Gran Turismo (PSP),PlayStation Portable,2009,Racing,Sony Computer Entertainment,0.5,1.58,0.31,0.87,3.2600000000000002
417,FIFA 16,Xbox One,2015,Sports,Electronic Arts,0.89,2.12,0.0,0.24,3.25
418,Wii Music,Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.2399999999999998
419,Tekken,PlayStation,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
420,Madden NFL 16,PlayStation 4,2015,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.2399999999999998
421,Gran Turismo 6,PlayStation 3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.2299999999999995
422,Halo: The Master Chief Collection,Xbox One,2014,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23
423,007: Tomorrow Never Dies,PlayStation,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21
424,Super Mario Maker,Wii U,2015,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21
425,WWF SmackDown! 2: Know Your Role,PlayStation,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.1999999999999997
426,Baseball,Nintendo,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
429,God of War: Chains of Olympus,PlayStation Portable,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18
430,Enter the Matrix,PlayStation 2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18
431,Crisis Core: Final Fantasy VII,PlayStation Portable,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.1700000000000004
432,Dance Central,Xbox 360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.1799999999999997
433,L.A. Noire,PlayStation 3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17
434,Ace Combat 04: Shattered Skies,PlayStation 2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
435,Animal Crossing,GameCube,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.16
436,FIFA Soccer 08,PlayStation 2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14
437,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,3.1399999999999997
438,Spider-Man,PlayStation,2000,Action,Activision,1.7,1.25,0.02,0.16,3.1300000000000003
439,Mario Party 9,Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22,3.1300000000000003
440,Need for Speed III: Hot Pursuit,PlayStation,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.13
441,Star Wars Episode I Racer,Nintendo 64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.1100000000000003
442,Sonic Rush,DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.12
443,Dragon Warrior IV,Nintendo,1990,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.1199999999999997
444,Rhythm Heaven,DS,2008,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11
445,Fallout: New Vegas,PlayStation 3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11
446,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.9,1.0,1.03,0.17,3.0999999999999996
447,The Elder Scrolls IV: Oblivion,PlayStation 3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1100000000000003
448,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,1.01,0.46,0.23,3.1
449,Resident Evil 6,PlayStation 3,2012,Shooter,Capcom,0.88,0.94,0.88,0.4,3.0999999999999996
450,Mass Effect 2,Xbox 360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.0999999999999996
451,Dragon Ball Z: Budokai,PlayStation 2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.08
452,Madden NFL 2002,PlayStation 2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.09
453,World Class Track Meet,Nintendo,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
454,Donkey Kong,Game Boy,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.08
455,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
457,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05
458,The Sims 4,PC,2014,Simulation,Electronic Arts,1.0,1.82,0.0,0.23,3.0500000000000003
459,Borderlands 2,Xbox 360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.06
460,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05
461,Kung Fu Panda,Xbox 360,2008,Action,Activision,1.91,0.84,0.0,0.29,3.04
462,Mass Effect 3,Xbox 360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.05
463,Heavy Rain,PlayStation 3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.0300000000000002
464,Rayman,PlayStation,1995,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.0300000000000002
465,Saints Row 2,Xbox 360,2008,Action,THQ,1.94,0.79,0.02,0.28,3.0300000000000002
466,Tom Clancy's Splinter Cell,Xbox,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02
467,Mike Tyson's Punch-Out!!,Nintendo,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
468,WWE SmackDown! Shut Your Mouth,PlayStation 2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.03
469,FIFA 14,PlayStation 4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01
470,Killzone 2,PlayStation 3,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01
471,Far Cry 3,Xbox 360,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.0
472,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.0100000000000002
473,NBA 2K13,Xbox 360,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0
474,Dragon Ball Z: Budokai Tenkaichi 3,PlayStation 2,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0
477,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.9799999999999995
478,World Soccer Winning Eleven 6 International,PlayStation 2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
479,Devil May Cry,PlayStation 2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99
480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.9699999999999998
481,Middle-Earth: Shadow of Mordor,PlayStation 4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96
482,Sonic Heroes,PlayStation 2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96
483,Hitman 2: Silent Assassin,PlayStation 2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
484,Titanfall,Xbox One,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95
485,Battlefield: Bad Company 2,PlayStation 3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95
486,Wave Race 64,Nintendo 64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
487,SOCOM II: U.S. Navy SEALs,PlayStation 2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.9400000000000004
488,WWE SmackDown! vs. RAW 2006,PlayStation 2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.93
489,Pac-Man Collection,Game Boy Advance,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.9399999999999995
490,Street Fighter IV,Xbox 360,2009,Fighting,Capcom,1.82,0.7,0.15,0.26,2.9299999999999997
491,inFAMOUS,PlayStation 3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93
492,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.55,0.04,1.19,0.15,2.93
493,Call of Duty: Ghosts,Xbox One,2013,Shooter,Activision,1.88,0.77,0.0,0.27,2.92
494,FIFA 15,Xbox 360,2014,Sports,Electronic Arts,0.79,1.92,0.0,0.21,2.92
495,Super Mario World 2: Yoshi's Island,Game Boy Advance,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
496,Mass Effect,Xbox 360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.92
497,Sonic Mega Collection Plus,PlayStation 2,2004,Misc,Sega,1.54,1.14,0.0,0.22,2.9
498,World Soccer Winning Eleven 7 International,PlayStation 2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9000000000000004
499,Sega Superstars Tennis,Xbox 360,2008,Sports,Sega,1.75,0.86,0.0,0.28,2.8899999999999997
500,Hot Shots Golf 3,PlayStation 2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
501,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.3,2.88
502,Call of Duty: Finest Hour,PlayStation 2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.88
503,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.8899999999999997
504,Syphon Filter,PlayStation,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
