,name,platform,year_of_release,genre,publisher,developer,rating
448,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,Nintendo,E
449,Resident Evil 6,PlayStation 3,2012,Shooter,Capcom,Capcom,M
450,Mass Effect 2,Xbox 360,2010,Role-Playing,Electronic Arts,BioWare,M
451,Dragon Ball Z: Budokai,PlayStation 2,2002,Fighting,Atari,Dimps Corporation,T
452,Madden NFL 2002,PlayStation 2,2001,Sports,Electronic Arts,EA Sports,E
455,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,Maxis,T
457,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,Nintendo,E
458,The Sims 4,PC,2014,Simulation,Electronic Arts,Maxis,T
459,Borderlands 2,Xbox 360,2012,Shooter,Take-Two Interactive,Gearbox Software,M
460,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,TT Fusion,E10+
461,Kung Fu Panda,Xbox 360,2008,Action,Activision,"Luxoflux, Inc.",E10+
462,Mass Effect 3,Xbox 360,2012,Role-Playing,Electronic Arts,BioWare,M
463,Heavy Rain,PlayStation 3,2010,Adventure,Sony Computer Entertainment,Quantic Dream,M
465,Saints Row 2,Xbox 360,2008,Action,THQ,Volition Inc.,M
466,Tom Clancy's Splinter Cell,Xbox,2002,Action,Ubisoft,Ubisoft Montreal,T
469,FIFA 14,PlayStation 4,2013,Sports,Electronic Arts,EA Canada,E
470,Killzone 2,PlayStation 3,2009,Shooter,Sony Computer Entertainment,Guerrilla,M
471,Far Cry 3,Xbox 360,2012,Shooter,Ubisoft,Ubisoft Montreal,M
472,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,Junction Point,E
473,NBA 2K13,Xbox 360,2012,Sports,Take-Two Interactive,Visual Concepts,E
474,Dragon Ball Z: Budokai Tenkaichi 3,PlayStation 2,2007,Fighting,Atari,"Spike, Namco Bandai Games",T
477,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,Maxis,T
478,World Soccer Winning Eleven 6 International,PlayStation 2,2002,Sports,Konami Digital Entertainment,KCET,E
479,Devil May Cry,PlayStation 2,2001,Action,Capcom,Capcom,M
480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,"LucasArts, BioWare",T
481,Middle-Earth: Shadow of Mordor,PlayStation 4,2014,Action,Warner Bros. Interactive Entertainment,Monolith Productions,M
482,Sonic Heroes,PlayStation 2,2003,Platform,Sega,Sonic Team,E
483,Hitman 2: Silent Assassin,PlayStation 2,2002,Action,Eidos Interactive,Io Interactive,M
484,Titanfall,Xbox One,2014,Shooter,Electronic Arts,Respawn Entertainment,M
485,Battlefield: Bad Company 2,PlayStation 3,2010,Shooter,Electronic Arts,EA DICE,M
487,SOCOM II: U.S. Navy SEALs,PlayStation 2,2003,Shooter,Sony Computer Entertainment,Zipper Interactive,M
489,Pac-Man Collection,Game Boy Advance,2001,Puzzle,Atari,Mass Media,E
490,Street Fighter IV,Xbox 360,2009,Fighting,Capcom,Capcom,T
491,inFAMOUS,PlayStation 3,2009,Action,Sony Computer Entertainment,Sucker Punch,T
492,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,HAL Labs,E
493,Call of Duty: Ghosts,Xbox One,2013,Shooter,Activision,Infinity Ward,M
496,Mass Effect,Xbox 360,2007,Role-Playing,Microsoft Game Studios,BioWare,M
497,Sonic Mega Collection Plus,PlayStation 2,2004,Misc,Sega,Sonic Team,E
498,World Soccer Winning Eleven 7 International,PlayStation 2,2003,Sports,Konami Digital Entertainment,KCET,E
499,Sega Superstars Tennis,Xbox 360,2008,Sports,Sega,Sumo Digital,E10+
500,Hot Shots Golf 3,PlayStation 2,2001,Sports,Sony Computer Entertainment,Clap Hanz,E
501,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,OfficeCreate,E
502,Call of Duty: Finest Hour,PlayStation 2,2004,Shooter,Activision,Spark Unlimited,T
503,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,Intelligent Systems,E10+
507,Madden NFL 13,Xbox 360,2012,Sports,Electronic Arts,EA Tiburon,E
508,The Elder Scrolls III: Morrowind,Xbox,2002,Role-Playing,Ubisoft,Bethesda Softworks,T
509,Assassin's Creed IV: Black Flag,PlayStation 4,2013,Action,Ubisoft,Ubisoft,M
513,Mortal Kombat,PlayStation 3,2011,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,M
514,Madden NFL 10,Xbox 360,2009,Sports,Electronic Arts,EA Tiburon,E
516,BioShock,Xbox 360,2007,Shooter,Take-Two Interactive,"Irrational Games, 2K Marin",M
517,Metroid Prime,GameCube,2002,Shooter,Nintendo,Retro Studios,T
518,Assassin's Creed: Brotherhood,PlayStation 3,2010,Action,Ubisoft,Ubisoft Montreal,M
522,Medal of Honor,PlayStation 3,2010,Shooter,Electronic Arts,"EA DICE, Danger Close",M
529,inFAMOUS: Second Son,PlayStation 4,2014,Action,Sony Computer Entertainment,Sucker Punch,T
533,NBA Street,PlayStation 2,2001,Sports,Electronic Arts,NuFX,E
534,Jak II,PlayStation 2,2003,Platform,Sony Computer Entertainment,Naughty Dog,T
536,Need for Speed: Hot Pursuit,PlayStation 3,2010,Racing,Electronic Arts,Criterion Games,E10+
537,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,Toys for Bob,E10+
538,Battlefield 3,PC,2011,Shooter,Electronic Arts,EA DICE,M
539,Mortal Kombat X,PlayStation 4,2015,Fighting,Warner Bros. Interactive Entertainment,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M
540,The Sims,PlayStation 2,2003,Simulation,Electronic Arts,Edge of Reality,T
541,Killzone 3,PlayStation 3,2011,Shooter,Sony Computer Entertainment,Guerrilla,M
542,Star Wars: The Force Unleashed,Xbox 360,2008,Action,LucasArts,LucasArts,T
544,Yoshi's Island DS,DS,2006,Platform,Nintendo,Artoon,E
545,Saints Row: The Third,Xbox 360,2011,Action,THQ,Volition Inc.,M
548,Tekken 6,PlayStation 3,2009,Fighting,Namco Bandai Games,Namco Bandai Games,T
551,Sonic and the Secret Rings,Wii,2007,Platform,Sega,Sonic Team,E
553,The Legend of Zelda: A Link to the Past,Game Boy Advance,2002,Action,Nintendo,Capcom,E
554,Onimusha: Warlords,PlayStation 2,2001,Action,Virgin Interactive,Capcom,M
556,L.A. Noire,Xbox 360,2011,Adventure,Take-Two Interactive,Team Bondi,M
557,Call of Duty 3,Xbox 360,2006,Shooter,Activision,Treyarch,T
558,Madden NFL 12,Xbox 360,2011,Sports,Electronic Arts,EA Tiburon,E
559,LEGO Star Wars II: The Original Trilogy,PlayStation 2,2006,Action,LucasArts,Traveller's Tales,E10+
560,Killzone: Shadow Fall,PlayStation 4,2013,Shooter,Sony Computer Entertainment,Guerrilla,M
561,Madden NFL 11,Xbox 360,2010,Sports,Electronic Arts,EA Tiburon,E
562,Burnout 3: Takedown,PlayStation 2,2004,Racing,Electronic Arts,Criterion Games,T
565,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,Nintendo,E
566,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,Level 5,E10+
567,Call Of Duty 2: Big Red One,PlayStation 2,2005,Shooter,Activision,Treyarch,T
568,Medal of Honor,PlayStation,1998,Shooter,Electronic Arts,Dreamworks Interactive,T
569,Fable,Xbox,2004,Role-Playing,Microsoft Game Studios,Big Blue Box,M
570,Guitar Hero: World Tour,Xbox 360,2008,Misc,Activision,Neversoft Entertainment,T
571,FIFA 17,Xbox One,2016,Sports,Electronic Arts,"EA Sports, EA Vancouver",E
573,Tom Clancy's Splinter Cell,PlayStation 2,2003,Action,Ubisoft,Ubisoft Shanghai,T
575,Need for Speed: Shift,PlayStation 3,2009,Racing,Electronic Arts,Slightly Mad Studios,E
577,Medal of Honor Heroes,PlayStation Portable,2006,Shooter,Electronic Arts,Team Fusion,T
578,Final Fantasy XIII-2,PlayStation 3,2011,Role-Playing,Square Enix,Square Enix,T
579,Midnight Club: Street Racing,PlayStation 2,2000,Racing,Take-Two Interactive,Angel Studios,T
580,Skate 3,Xbox 360,2010,Sports,Electronic Arts,EA Black Box,T
581,ESPN NFL 2K5,PlayStation 2,2004,Sports,Sega,Visual Concepts,E
582,Halo Wars,Xbox 360,2009,Strategy,Microsoft Game Studios,Ensemble Studios,T
583,NBA 2K12,Xbox 360,2011,Sports,Take-Two Interactive,Visual Concepts,E
585,FIFA Soccer 10,Xbox 360,2009,Sports,Electronic Arts,EA Sports,E
586,Medal of Honor,Xbox 360,2010,Shooter,Electronic Arts,"Dice, Danger Close",M
587,Harry Potter and the Chamber of Secrets,PlayStation 2,2002,Action,Electronic Arts,Electronic Arts,E
589,God of War Collection,PlayStation 3,2009,Action,Sony Computer Entertainment,Bluepoint Games,M
590,NBA Live 2005,PlayStation 2,2004,Sports,Electronic Arts,EA Canada,E
591,Mario Strikers Charged,Wii,2007,Sports,Nintendo,Next Level Games,E10+
592,FIFA Soccer 09,PlayStation 3,2008,Sports,Electronic Arts,EA Canada,E
593,Style Savvy,DS,2008,Simulation,Nintendo,syn Sophia,E
594,WWE SmackDown vs. RAW 2007,PlayStation 2,2006,Fighting,THQ,Yuke's,T
595,LEGO Star Wars: The Complete Saga,Xbox 360,2007,Action,LucasArts,Traveller's Tales,E10+
597,Madden NFL 08,PlayStation 2,2007,Sports,Electronic Arts,EA Tiburon,E
598,Monster Hunter Freedom 2,PlayStation Portable,2007,Role-Playing,Capcom,Capcom,T
601,Sonic Adventure 2 Battle,GameCube,2001,Platform,Sega,Sonic Team,E
604,Madden NFL 13,PlayStation 3,2012,Sports,Electronic Arts,EA Tiburon,E
605,Dragon Age: Origins,Xbox 360,2009,Role-Playing,Electronic Arts,BioWare,M
606,Pokémon Colosseum,GameCube,2003,Role-Playing,Nintendo,Genius Sonority Inc.,E
607,LittleBigPlanet,PlayStation Portable,2009,Platform,Sony Computer Entertainment,"SCE/WWS, Media Molecule",E10+
608,Madden NFL 09,Xbox 360,2008,Sports,Electronic Arts,EA Tiburon,E
610,Crazy Taxi,PlayStation 2,2001,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,T
611,Art Academy,DS,2010,Misc,Nintendo,Headstrong Games,E
612,NBA 2K14,Xbox 360,2013,Sports,Take-Two Interactive,Visual Concepts,E
614,Skylanders Giants,Wii,2012,Action,Activision,Toys for Bob,E10+
616,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,CAProduction,E
619,Marvel: Ultimate Alliance,Xbox 360,2006,Role-Playing,Activision,Raven Software,T
621,Mortal Kombat: Deadly Alliance,PlayStation 2,2002,Fighting,Midway Games,Midway,M
622,Game Party,Wii,2007,Misc,Midway Games,Midway,E
623,Bloodborne,PlayStation 4,2015,Action,Sony Computer Entertainment,From Software,M
625,Mario Party 4,GameCube,2002,Misc,Nintendo,Hudson,E
626,Pure,Xbox 360,2008,Racing,Disney Interactive Studios,Black Rock Studio,E
628,NBA 2K13,PlayStation 3,2012,Sports,Take-Two Interactive,Visual Concepts,E
629,Saints Row: The Third,PlayStation 3,2011,Action,THQ,Volition Inc.,M
630,Resistance 2,PlayStation 3,2008,Shooter,Sony Computer Entertainment,Insomniac Games,M
631,NBA 2K15,PlayStation 4,2014,Sports,Take-Two Interactive,Visual Concepts,E
633,Final Fantasy Tactics,PlayStation,1997,Role-Playing,SquareSoft,SquareSoft,T
634,Midnight Club: Los Angeles,PlayStation 3,2008,Racing,Take-Two Interactive,Rockstar San Diego,T
636,The Sims: Bustin' Out,PlayStation 2,2003,Simulation,Electronic Arts,Maxis,T
638,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,E10+
640,Call of Duty: Infinite Warfare,Xbox One,2016,Shooter,Activision,Infinity Ward,M
641,Madden NFL 16,Xbox One,2015,Sports,Electronic Arts,EA Sports,E
644,Tom Clancy's Rainbow Six: Vegas 2,Xbox 360,2008,Shooter,Ubisoft,Ubisoft Montreal,M
647,Need for Speed Carbon: Own the City,PlayStation Portable,2006,Racing,Electronic Arts,EA Canada,E10+
648,Dragon Ball Z: Budokai 2,PlayStation 2,2003,Fighting,Atari,Dimps Corporation,T
649,pro evolution soccer 2011,PlayStation 3,2010,Sports,Konami Digital Entertainment,Konami,E
650,ATV Offroad Fury,PlayStation 2,2001,Racing,Sony Computer Entertainment,Rainbow Studios,E
652,Need for Speed: ProStreet,PlayStation 2,2007,Racing,Electronic Arts,Black Box,E10+
653,Halo: Combat Evolved Anniversary,Xbox 360,2011,Shooter,Microsoft Game Studios,343 Industries,M
660,Guitar Hero,PlayStation 2,2005,Misc,RedOctane,Harmonix Music Systems,T
661,Madden NFL 11,PlayStation 3,2010,Sports,Electronic Arts,EA Tiburon,E
664,Dead Island,Xbox 360,2011,Action,Deep Silver,Techland,M
665,Half-Life 2,PC,2004,Shooter,Vivendi Games,Valve Software,M
666,The Incredibles,PlayStation 2,2004,Action,THQ,Heavy Iron Studios,T
667,Madden NFL 08,Xbox 360,2007,Sports,Electronic Arts,EA Tiburon,E
668,Tony Hawk's Underground 2,PlayStation 2,2004,Sports,Activision,Neversoft Entertainment,T
669,Zumba Fitness,Xbox 360,2010,Sports,505 Games,"Pipeworks Software, Inc.",E
670,Madden NFL 10,PlayStation 3,2009,Sports,Electronic Arts,EA Tiburon,E
672,Midnight Club: Los Angeles,Xbox 360,2008,Racing,Take-Two Interactive,Rockstar San Diego,T
675,Kinect: Disneyland Adventures,Xbox 360,2011,Misc,Microsoft Game Studios,Frontier Developments,E10+
676,WWE SmackDown vs Raw 2008,PlayStation 2,2007,Fighting,THQ,Yuke's,T
677,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,GREZZO,E10+
679,Resident Evil - Code: Veronica X,PlayStation 2,2001,Action,Capcom,Capcom,M
680,NBA 2K16,Xbox One,2015,Sports,Take-Two Interactive,Visual Concepts,E10+
681,Kinect Sports: Season Two,Xbox 360,2011,Sports,Microsoft Game Studios,"Rare Ltd., BigPark",E
685,James Bond 007: Everything or Nothing,PlayStation 2,2004,Shooter,Electronic Arts,EA Redwood Shores,T
686,Need For Speed: High Stakes,PlayStation,1999,Racing,Electronic Arts,EA Canada,E
688,Guild Wars 2,PC,2012,Action,NCSoft,ArenaNet,T
690,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,Intelligent Systems,E
692,Batman: Arkham Origins,PlayStation 3,2013,Action,Warner Bros. Interactive Entertainment,WB Games Montreal,T
695,LEGO Star Wars: The Complete Saga,PlayStation 3,2007,Action,LucasArts,Traveller's Tales,E10+
696,Need for Speed Underground 2,Xbox,2004,Racing,Electronic Arts,EA Canada,E
697,Pro Evolution Soccer 2010,PlayStation 3,2009,Sports,Konami Digital Entertainment,Konami,E
699,FIFA Soccer 09,PlayStation 2,2008,Sports,Electronic Arts,EA Canada,E
700,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,TT Fusion,E10+
701,The Sims 3,Xbox 360,2010,Simulation,Electronic Arts,The Sims Studio,T
702,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,"HAL Labs, Creatures Inc.",E
704,Dead Island,PlayStation 3,2011,Action,Deep Silver,Techland,M
705,Kirby: Nightmare in Dream Land,Game Boy Advance,2002,Platform,Nintendo,HAL Labs,E
706,Wario Land 4,Game Boy Advance,2001,Platform,Nintendo,Nintendo,E
707,Sonic's Ultimate Genesis Collection,PlayStation 3,2009,Misc,Sega,Backbone Entertainment,E10+
708,Far Cry: Primal,PlayStation 4,2016,Action,Ubisoft,Ubisoft Montreal,M
709,Battlefield 1,Xbox One,2016,Shooter,Electronic Arts,EA DICE,M
710,Onimusha 2: Samurai's Destiny,PlayStation 2,2002,Adventure,Capcom,Capcom,M
712,Paper Mario: The Thousand-Year Door,GameCube,2004,Role-Playing,Nintendo,Intelligent Systems,E
713,Madden NFL 12,PlayStation 3,2011,Sports,Electronic Arts,EA Tiburon,E
714,God of War: Ascension,PlayStation 3,2013,Action,Sony Computer Entertainment,SCE Santa Monica,M
715,Guitar Hero III: Legends of Rock,PlayStation 3,2007,Misc,Activision,Neversoft Entertainment,T
716,Sonic Advance,Game Boy Advance,2001,Platform,Sega,Sonic Team,E
717,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,Sega,E
720,New Super Luigi U,Wii U,2013,Platform,Nintendo,Nintendo,E
722,Spyro: Season of Ice,Game Boy Advance,2001,Platform,Vivendi Games,Digital Eclipse,E
723,Dissidia: Final Fantasy,PlayStation Portable,2008,Fighting,Square Enix,Square Enix,T
724,Madden NFL 25,Xbox 360,2013,Sports,Electronic Arts,EA Sports,E
727,Borderlands 2,PlayStation 3,2012,Shooter,Take-Two Interactive,Gearbox Software,M
728,Prince of Persia: The Sands of Time,PlayStation 2,2003,Action,Ubisoft,Ubisoft,T
729,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,Capcom,T
730,LEGO Marvel Super Heroes,Xbox 360,2013,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
733,Tom Clancy's Rainbow Six: Siege,PlayStation 4,2015,Shooter,Ubisoft,Ubisoft Montreal,M
734,Star Wars: The Force Unleashed,PlayStation 3,2008,Action,LucasArts,LucasArts,T
737,Guitar Hero II,Xbox 360,2007,Misc,Activision,Harmonix Music Systems,T
738,Forza Motorsport 5,Xbox One,2013,Racing,Microsoft Game Studios,Turn 10,E
739,Rock Band 2,Xbox 360,2008,Misc,Electronic Arts,Harmonix Music Systems,T
742,Need for Speed: Hot Pursuit,Xbox 360,2010,Racing,Electronic Arts,Criterion Games,E10+
743,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,TT Fusion,E
744,BioShock 2,Xbox 360,2010,Shooter,Take-Two Interactive,2K Marin,M
746,Star Wars: Knights of the Old Republic,Xbox,2003,Role-Playing,Activision,BioWare,T
749,Madden NFL 15,PlayStation 4,2014,Sports,Electronic Arts,EA Sports,E
750,Pro Evolution Soccer 2012,PlayStation 3,2011,Action,Konami Digital Entertainment,Konami,E
751,Saints Row,Xbox 360,2006,Action,THQ,Volition Inc.,M
753,ATV Offroad Fury 2,PlayStation 2,2002,Racing,THQ,Rainbow Studios,E
754,FIFA 15,Xbox One,2014,Sports,Electronic Arts,EA Sports,E
758,Tom Clancy's The Division,Xbox One,2016,Shooter,Ubisoft,Massive Entertainment,M
759,Final Fantasy XIII,Xbox 360,2010,Role-Playing,Square Enix,Square Enix,T
760,The Sims: House Party,PC,2001,Simulation,Electronic Arts,Maxis,T
761,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,E10+
762,Sonic Unleashed,Wii,2008,Platform,Sega,Sonic Team,E10+
764,Pokemon Ranger,DS,2006,Role-Playing,Nintendo,HAL Labs,E
767,Overwatch,PlayStation 4,2016,Shooter,Activision,Blizzard Entertainment,T
768,Hitman: Absolution,PlayStation 3,2012,Action,Square Enix,Io Interactive,M
774,Call of Duty: Roads to Victory,PlayStation Portable,2007,Shooter,Activision,Amaze Entertainment,T
775,Dance Dance Revolution Extreme,PlayStation 2,2004,Simulation,Konami Digital Entertainment,KCET,E
776,Final Fantasy Tactics Advance,Game Boy Advance,2003,Role-Playing,SquareSoft,Square Enix,E
777,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,Ubisoft,E
778,Project Gotham Racing,Xbox,2001,Racing,Microsoft Game Studios,Bizarre Creations,E
780,NBA 2K12,PlayStation 3,2011,Sports,Take-Two Interactive,Visual Concepts,E
782,Need for Speed: Hot Pursuit 2,PlayStation 2,2002,Racing,Electronic Arts,Black Box,E
784,Dynasty Warriors 4,PlayStation 2,2003,Action,Tecmo Koei,Omega Force,T
785,NBA 2K14,PlayStation 3,2013,Sports,Take-Two Interactive,Visual Concepts,E
786,Parasite Eve,PlayStation,1998,Role-Playing,SquareSoft,SquareSoft,M
787,Tetris DS,DS,2006,Puzzle,Nintendo,Nintendo,E
790,Battlefield: Hardline,PlayStation 4,2015,Shooter,Electronic Arts,Visceral Games,M
791,Mortal Kombat,Xbox 360,2011,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,M
792,Borderlands,PlayStation 3,2009,Shooter,Take-Two Interactive,Gearbox Software,M
793,Devil May Cry 3: Dante's Awakening,PlayStation 2,2005,Action,Capcom,Capcom,M
795,NBA 2K11,Xbox 360,2010,Action,Take-Two Interactive,Visual Concepts,E
797,Dying Light,PlayStation 4,2015,Action,Warner Bros. Interactive Entertainment,Techland,M
799,Dead Rising,Xbox 360,2006,Action,Capcom,Capcom,M
800,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,Blizzard Entertainment,T
801,Tetris Worlds,PlayStation 2,2002,Puzzle,THQ,Blue Planet Software,E
802,Final Fantasy III,DS,2006,Role-Playing,Square Enix,Matrix Software,E10+
804,Mario Party 5,GameCube,2003,Misc,Nintendo,Hudson,E
808,Portal 2,Xbox 360,2011,Shooter,Valve Software,Valve Software,E10+
809,Mario Sports Mix,Wii,2010,Sports,Nintendo,Square Enix,E
810,Need for Speed: Most Wanted 5-1-0,PlayStation Portable,2005,Racing,Electronic Arts,EA Canada,E10+
812,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,Full Fat,E
813,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,Konami,E10+
814,DriveClub,PlayStation 4,2014,Racing,Sony Computer Entertainment,Evolution Studios,E
816,UFC 2009 Undisputed,Xbox 360,2009,Fighting,THQ,Yuke's,T
817,Metal Gear Solid: Peace Walker,PlayStation Portable,2010,Action,Konami Digital Entertainment,Kojima Productions,T
823,Kingdom Hearts: Birth by Sleep,PlayStation Portable,2010,Role-Playing,Square Enix,Square Enix,E10+
825,SoulCalibur II,PlayStation 2,2003,Fighting,Namco Bandai Games,Namco,T
826,Need for Speed: ProStreet,Xbox 360,2007,Racing,Electronic Arts,EA Black Box,E10+
827,Sonic Mega Collection,GameCube,2002,Misc,Infogrames,Sonic Team,E
830,Need For Speed: Undercover,PlayStation 3,2008,Racing,Electronic Arts,EA Vancouver,T
833,SOCOM: U.S. Navy SEALs: Combined Assault,PlayStation 2,2006,Shooter,Sony Computer Entertainment,Zipper Interactive,T
834,Peter Jackson's King Kong: The Official Game of the Movie,PlayStation 2,2005,Action,Ubisoft,Ubisoft Montpellier,T
835,Need for Speed: ProStreet,PlayStation 3,2007,Racing,Electronic Arts,EA Black Box,E10+
836,Donkey Kong Country,Game Boy Advance,2003,Platform,Nintendo,Rare Ltd.,E
837,Dance Central 2,Xbox 360,2011,Misc,Microsoft Game Studios,Harmonix Music Systems,T
840,Carnival Games,DS,2008,Misc,Take-Two Interactive,Cat Daddy Games,E
841,NBA Live 2004,PlayStation 2,2003,Sports,Electronic Arts,EA Sports,E
842,Call of Duty 2,Xbox 360,2005,Shooter,Activision,Infinity Ward,T
843,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,"Ubisoft Paris, Ubisoft Montpellier",E10+
